7BFF0FEF6E0338F6F51ECA9AE06E2AD2,14D67AB0925AFF7ED75DB5815A95D6B0,2013-01-01 00:14:00,2013-01-01 00:29:00,900,7.32,-73.928558,40.800701,-73.982323,40.710873,CRD,22.00,0.50,0.50,2.00,0.00,25.00
7D19E2F6CE335D4A8281316BA2F7C284,6BBB2DE21FFFD672C37BCB87AE98D7F7,2013-01-01 00:19:00,2013-01-01 00:29:00,600,2.26,-73.990395,40.737068,-74.006973,40.713566,CRD,9.50,0.50,0.50,2.00,0.00,12.50
7D63AD18916F344C67DEFA49A4C78038,426A197556B1E2E55FF3BF248CD0E3A6,2013-01-01 00:25:00,2013-01-01 00:29:00,240,0.70,-73.965729,40.754372,-73.968048,40.759716,CRD,5.00,0.50,0.50,1.10,0.00,7.10
7F7458D07254240CE86ADB5F07A86AAE,50CB041863DF05355A9958B98DD29540,2013-01-01 00:19:00,2013-01-01 00:29:00,600,4.04,-74.010323,40.704990,-73.988411,40.725025,CRD,13.50,0.50,0.50,2.00,0.00,16.50
7FF57DBACD75614F46257C4F1F882017,68427B8A507A8302777F1C34C7B6D87F,2013-01-01 00:18:00,2013-01-01 00:29:00,660,0.80,-73.984200,40.754826,-73.984200,40.754826,CSH,7.50,0.50,0.50,0.00,0.00,8.50
80B79425F9C2AB66A8E999D0554D5BE7,F1BFB1EFDEBC357038EBE3BA054E3D6B,2013-01-01 00:22:00,2013-01-01 00:29:00,420,1.40,-74.005508,40.725594,-74.005936,40.712036,CRD,7.50,0.50,0.50,1.00,0.00,9.50
8248744EE9340514601EB749DFEC9FFB,386B2D9C2078CCD3358DC5DEF4C0DE78,2013-01-01 00:08:00,2013-01-01 00:29:00,1260,2.35,-73.976570,40.759426,-73.972679,40.749172,CSH,11.50,0.50,0.50,0.00,0.00,12.50
8249A86DD5E041BB2D2BF12F81D907DF,76E88A7CB04E471AB5758D5469B04F87,2013-01-01 00:22:00,2013-01-01 00:29:00,420,0.80,-73.971664,40.751179,-73.982475,40.751469,CRD,6.50,0.50,0.50,2.10,0.00,9.60
836CFC0FD06DF4F1B188B8D2893FC12F,573A3C871BE1E7BBC76CAE920DD0EBC9,2013-01-01 00:13:00,2013-01-01 00:29:00,960,1.14,-73.979263,40.760967,-73.983932,40.749210,CRD,10.50,0.50,0.50,2.75,0.00,14.25
83D19F7D4A52B852528AB03FF71BFDC9,6F5940CCC8DC55DA5F2A6978EF02ADFD,2013-01-01 00:24:00,2013-01-01 00:29:00,300,0.69,-73.999115,40.749447,-74.006630,40.744308,CRD,5.00,0.50,0.50,1.00,0.00,7.00
848AC8C699E0BE2A7A04605006116745,C0DA63ED630019FF434B139F8AE35117,2013-01-01 00:26:00,2013-01-01 00:29:00,180,0.38,-73.983284,40.730476,-73.986885,40.729736,CSH,4.00,0.50,0.50,0.00,0.00,5.00
84B08F1EAE358088D63AA0FFF1005BA6,E8BEA6D8EDEAB1793C45976280065792,2013-01-01 00:16:00,2013-01-01 00:29:00,780,1.58,-74.005928,40.740124,-73.982620,40.735756,CSH,10.00,0.50,0.50,0.00,0.00,11.00
87CDD10EC56CB55A6F92D872A16AECCD,1E7BE69147C4DA59271C9B8A7E58A64A,2013-01-01 00:24:00,2013-01-01 00:29:00,300,0.87,-73.961128,40.777828,-73.946846,40.772430,CRD,5.50,0.50,0.50,1.20,0.00,7.70
884428E2A1ADA251F199914C8A23616E,3A3B936C1C79AA18A0957199E9C89925,2013-01-01 00:19:00,2013-01-01 00:29:00,600,1.79,-74.003860,40.738052,-73.989922,40.723282,CSH,8.50,0.50,0.50,0.00,0.00,9.50
89469E2E29AC25B5EE410323E3E22A4E,D171111D4079D91ECDD22ED4DC2A514E,2013-01-01 00:21:00,2013-01-01 00:29:00,480,1.35,-73.998108,40.732956,-73.989052,40.748043,CRD,7.50,0.50,0.50,2.00,0.00,10.50
89B0A25FA6399DEDA8417DA806B93F90,E81AAC9F6475427F9CD6E96426CF26B9,2013-01-01 00:08:00,2013-01-01 00:29:00,1260,6.42,-73.993050,40.741352,-73.945992,40.693592,CRD,22.00,0.50,0.50,5.62,0.00,28.62
89C5EEA6625B996DF6B78EC635EDE643,B20AB831B143244553FF64C0A11ED419,2013-01-01 00:17:00,2013-01-01 00:29:00,720,2.23,-73.989586,40.720509,-73.987823,40.744137,CSH,10.50,0.50,0.50,0.00,0.00,11.50
8C74EAD21858722643A85BEB06551BE7,B43CDE5E6770D01BA59F8B22B68478B8,2013-01-01 00:18:00,2013-01-01 00:29:00,660,4.04,-73.983688,40.694664,-73.992989,40.742752,CSH,13.00,0.50,0.50,0.00,0.00,14.00
8CE40448888D7ADED44924CC77281937,9396A87366263E90920D99D10979DB3F,2013-01-01 00:19:00,2013-01-01 00:29:00,600,2.45,-74.001877,40.728401,-73.974663,40.742157,CSH,10.00,0.50,0.50,0.00,0.00,11.00
8DC84A098D15C57FE44EE63F338EA5D6,5C805D5E970A457B06E29263C14F4C05,2013-01-01 00:11:00,2013-01-01 00:29:00,1080,5.47,-73.983047,40.722504,-73.982124,40.766396,CSH,19.50,0.50,0.50,0.00,0.00,20.50
8DD228B9D2496410952EA9BA9B666641,92C386DE476B69E5F0B880CFA9BC57E9,2013-01-01 00:23:00,2013-01-01 00:29:00,360,1.47,-73.976913,40.741158,-73.991417,40.726257,CRD,7.00,0.50,0.50,1.50,0.00,9.50
8ED9B930EF36C9F6B790AB6E38086F3E,255241A05C8107D2E72BCF24309EA9FB,2013-01-01 00:16:00,2013-01-01 00:29:00,780,2.00,-73.985405,40.773449,-73.970604,40.779636,CSH,10.50,0.50,0.50,0.00,0.00,11.50
8F6D8C51B43D322F0AEF6D2B877862C3,E38F119AAF0902E9F029C108A2A1DE40,2013-01-01 00:17:00,2013-01-01 00:29:00,720,2.47,-73.973900,40.748146,-73.979088,40.772018,CRD,11.00,0.50,0.50,1.00,0.00,13.00
